2024-06-30 23:21:23,774 [INFO   ] No DB found at data_collection_analysis_tutorial.db, creating a new DB!
2024-07-01 01:28:00,004 [INFO   ] Starting gen...
2024-07-01 01:28:00,468 [INFO   ] Gen done, time=0.4628641605377197
2024-07-01 01:28:00,555 [INFO   ] Received msg [tell]
2024-07-01 01:28:00,577 [INFO   ] Received msg [ask]
2024-07-01 01:28:00,580 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:28:00,783 [INFO   ] fit maxfun is 24
2024-07-01 01:28:07,416 [INFO   ] Fitting done, took 6.836392879486084
2024-07-01 01:28:07,417 [INFO   ] Starting gen...
2024-07-01 01:28:07,950 [INFO   ] Gen done, time=0.532444953918457
2024-07-01 01:28:07,966 [INFO   ] Received msg [tell]
2024-07-01 01:28:08,048 [INFO   ] Received msg [ask]
2024-07-01 01:28:08,062 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:28:08,263 [INFO   ] fit maxfun is 28
2024-07-01 01:28:16,659 [INFO   ] Fitting done, took 8.596381187438965
2024-07-01 01:28:16,660 [INFO   ] Starting gen...
2024-07-01 01:28:17,223 [INFO   ] Gen done, time=0.5628900527954102
2024-07-01 01:28:17,263 [INFO   ] Received msg [tell]
2024-07-01 01:28:17,313 [INFO   ] Received msg [ask]
2024-07-01 01:28:17,332 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:28:17,553 [INFO   ] fit maxfun is 24
2024-07-01 01:28:24,405 [INFO   ] Fitting done, took 7.0734641551971436
2024-07-01 01:28:24,407 [INFO   ] Starting gen...
2024-07-01 01:28:24,779 [INFO   ] Gen done, time=0.37158989906311035
2024-07-01 01:28:24,848 [INFO   ] Received msg [tell]
2024-07-01 01:28:24,883 [INFO   ] Received msg [ask]
2024-07-01 01:28:24,884 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:28:25,172 [INFO   ] fit maxfun is 17
2024-07-01 01:28:30,340 [INFO   ] Fitting done, took 5.456495046615601
2024-07-01 01:28:30,341 [INFO   ] Starting gen...
2024-07-01 01:28:30,737 [INFO   ] Gen done, time=0.39592814445495605
2024-07-01 01:28:30,786 [INFO   ] Received msg [tell]
2024-07-01 01:28:30,863 [INFO   ] Received msg [ask]
2024-07-01 01:28:30,864 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:28:31,095 [INFO   ] fit maxfun is 21
2024-07-01 01:28:36,954 [INFO   ] Fitting done, took 6.089928865432739
2024-07-01 01:28:36,955 [INFO   ] Starting gen...
2024-07-01 01:28:37,302 [INFO   ] Gen done, time=0.34732985496520996
2024-07-01 01:28:37,332 [INFO   ] Received msg [tell]
2024-07-01 01:28:37,399 [INFO   ] Received msg [ask]
2024-07-01 01:28:37,402 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:28:37,647 [INFO   ] fit maxfun is 20
2024-07-01 01:28:43,801 [INFO   ] Fitting done, took 6.398703098297119
2024-07-01 01:28:43,802 [INFO   ] Starting gen...
2024-07-01 01:28:44,250 [INFO   ] Gen done, time=0.4478418827056885
2024-07-01 01:28:44,277 [INFO   ] Received msg [tell]
2024-07-01 01:28:44,352 [INFO   ] Received msg [ask]
2024-07-01 01:28:44,402 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:28:44,557 [INFO   ] fit maxfun is 32
2024-07-01 01:28:53,475 [INFO   ] Fitting done, took 9.072932004928589
2024-07-01 01:28:53,476 [INFO   ] Starting gen...
2024-07-01 01:28:53,875 [INFO   ] Gen done, time=0.3984389305114746
2024-07-01 01:28:53,912 [INFO   ] Received msg [tell]
2024-07-01 01:28:53,942 [INFO   ] Received msg [ask]
2024-07-01 01:28:53,949 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:28:54,207 [INFO   ] fit maxfun is 19
2024-07-01 01:28:59,697 [INFO   ] Fitting done, took 5.748744964599609
2024-07-01 01:28:59,698 [INFO   ] Starting gen...
2024-07-01 01:29:00,054 [INFO   ] Gen done, time=0.3552100658416748
2024-07-01 01:29:00,114 [INFO   ] Received msg [tell]
2024-07-01 01:29:00,187 [INFO   ] Received msg [ask]
2024-07-01 01:29:00,211 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:29:00,373 [INFO   ] fit maxfun is 32
2024-07-01 01:29:09,251 [INFO   ] Fitting done, took 9.040466785430908
2024-07-01 01:29:09,252 [INFO   ] Starting gen...
2024-07-01 01:29:09,713 [INFO   ] Gen done, time=0.4604310989379883
2024-07-01 01:29:09,752 [INFO   ] Received msg [tell]
2024-07-01 01:29:09,823 [INFO   ] Received msg [ask]
2024-07-01 01:29:09,827 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:29:10,007 [INFO   ] fit maxfun is 29
2024-07-01 01:29:18,189 [INFO   ] Fitting done, took 8.36207890510559
2024-07-01 01:29:18,190 [INFO   ] Starting gen...
2024-07-01 01:29:18,734 [INFO   ] Gen done, time=0.5438809394836426
2024-07-01 01:29:18,846 [INFO   ] Received msg [tell]
2024-07-01 01:29:18,898 [INFO   ] Received msg [ask]
2024-07-01 01:29:18,931 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:29:19,146 [INFO   ] fit maxfun is 24
2024-07-01 01:29:25,762 [INFO   ] Fitting done, took 6.830413103103638
2024-07-01 01:29:25,763 [INFO   ] Starting gen...
2024-07-01 01:29:26,158 [INFO   ] Gen done, time=0.39507508277893066
2024-07-01 01:29:26,196 [INFO   ] Received msg [tell]
2024-07-01 01:29:26,236 [INFO   ] Received msg [ask]
2024-07-01 01:29:26,237 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:29:26,465 [INFO   ] fit maxfun is 22
2024-07-01 01:29:32,756 [INFO   ] Fitting done, took 6.5191330909729
2024-07-01 01:29:32,757 [INFO   ] Starting gen...
2024-07-01 01:29:33,047 [INFO   ] Gen done, time=0.288815975189209
2024-07-01 01:29:33,077 [INFO   ] Received msg [tell]
2024-07-01 01:29:33,117 [INFO   ] Received msg [ask]
2024-07-01 01:29:33,118 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:29:33,349 [INFO   ] fit maxfun is 21
2024-07-01 01:29:39,381 [INFO   ] Fitting done, took 6.2626659870147705
2024-07-01 01:29:39,382 [INFO   ] Starting gen...
2024-07-01 01:29:39,962 [INFO   ] Gen done, time=0.5800762176513672
2024-07-01 01:29:39,992 [INFO   ] Received msg [tell]
2024-07-01 01:29:40,011 [INFO   ] Received msg [ask]
2024-07-01 01:29:40,015 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:29:40,277 [INFO   ] fit maxfun is 19
2024-07-01 01:29:45,539 [INFO   ] Fitting done, took 5.523932933807373
2024-07-01 01:29:45,540 [INFO   ] Starting gen...
2024-07-01 01:29:45,875 [INFO   ] Gen done, time=0.3343780040740967
2024-07-01 01:29:45,997 [INFO   ] Received msg [tell]
2024-07-01 01:29:46,028 [INFO   ] Received msg [ask]
2024-07-01 01:29:46,031 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:29:46,268 [INFO   ] fit maxfun is 22
2024-07-01 01:29:52,695 [INFO   ] Fitting done, took 6.663994073867798
2024-07-01 01:29:52,696 [INFO   ] Starting gen...
2024-07-01 01:29:53,207 [INFO   ] Gen done, time=0.5110373497009277
2024-07-01 01:29:53,234 [INFO   ] Received msg [tell]
2024-07-01 01:29:53,260 [INFO   ] Received msg [ask]
2024-07-01 01:29:53,309 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:29:53,510 [INFO   ] fit maxfun is 26
2024-07-01 01:30:01,107 [INFO   ] Fitting done, took 7.797373056411743
2024-07-01 01:30:01,108 [INFO   ] Starting gen...
2024-07-01 01:30:01,525 [INFO   ] Gen done, time=0.417144775390625
2024-07-01 01:30:01,552 [INFO   ] Received msg [tell]
2024-07-01 01:30:01,588 [INFO   ] Received msg [ask]
2024-07-01 01:30:01,659 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:30:01,857 [INFO   ] fit maxfun is 26
2024-07-01 01:30:09,230 [INFO   ] Fitting done, took 7.570427894592285
2024-07-01 01:30:09,230 [INFO   ] Starting gen...
2024-07-01 01:30:09,678 [INFO   ] Gen done, time=0.44748425483703613
2024-07-01 01:30:09,727 [INFO   ] Received msg [tell]
2024-07-01 01:30:09,818 [INFO   ] Received msg [ask]
2024-07-01 01:30:09,820 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:30:10,066 [INFO   ] fit maxfun is 20
2024-07-01 01:30:15,872 [INFO   ] Fitting done, took 6.051728963851929
2024-07-01 01:30:15,883 [INFO   ] Starting gen...
2024-07-01 01:30:16,238 [INFO   ] Gen done, time=0.35405802726745605
2024-07-01 01:30:16,282 [INFO   ] Received msg [tell]
2024-07-01 01:30:16,319 [INFO   ] Received msg [ask]
2024-07-01 01:30:16,321 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:30:16,604 [INFO   ] fit maxfun is 17
2024-07-01 01:30:21,352 [INFO   ] Fitting done, took 5.031164169311523
2024-07-01 01:30:21,363 [INFO   ] Starting gen...
2024-07-01 01:30:21,713 [INFO   ] Gen done, time=0.3488891124725342
2024-07-01 01:30:21,740 [INFO   ] Received msg [tell]
2024-07-01 01:30:21,815 [INFO   ] Received msg [ask]
2024-07-01 01:30:21,848 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:30:22,090 [INFO   ] fit maxfun is 24
2024-07-01 01:30:29,355 [INFO   ] Fitting done, took 7.506805181503296
2024-07-01 01:30:29,356 [INFO   ] Starting gen...
2024-07-01 01:30:29,765 [INFO   ] Gen done, time=0.4075148105621338
2024-07-01 01:30:29,788 [INFO   ] Received msg [tell]
2024-07-01 01:30:29,842 [INFO   ] Received msg [ask]
2024-07-01 01:30:29,845 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:30:30,067 [INFO   ] fit maxfun is 22
2024-07-01 01:30:36,086 [INFO   ] Fitting done, took 6.240967750549316
2024-07-01 01:30:36,092 [INFO   ] Starting gen...
2024-07-01 01:30:36,443 [INFO   ] Gen done, time=0.35050487518310547
2024-07-01 01:30:36,466 [INFO   ] Received msg [tell]
2024-07-01 01:30:36,486 [INFO   ] Received msg [ask]
2024-07-01 01:30:36,488 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:30:36,739 [INFO   ] fit maxfun is 20
2024-07-01 01:30:42,254 [INFO   ] Fitting done, took 5.766350984573364
2024-07-01 01:30:42,255 [INFO   ] Starting gen...
2024-07-01 01:30:42,649 [INFO   ] Gen done, time=0.39345693588256836
2024-07-01 01:30:42,678 [INFO   ] Received msg [tell]
2024-07-01 01:30:42,763 [INFO   ] Received msg [ask]
2024-07-01 01:30:42,767 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:30:42,953 [INFO   ] fit maxfun is 27
2024-07-01 01:30:48,363 [INFO   ] Fitting done, took 5.595920085906982
2024-07-01 01:30:48,364 [INFO   ] Starting gen...
2024-07-01 01:30:48,640 [INFO   ] Gen done, time=0.2755699157714844
2024-07-01 01:30:48,675 [INFO   ] Received msg [tell]
2024-07-01 01:30:48,745 [INFO   ] Received msg [ask]
2024-07-01 01:30:48,748 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:30:48,912 [INFO   ] fit maxfun is 31
2024-07-01 01:30:57,315 [INFO   ] Fitting done, took 8.567439079284668
2024-07-01 01:30:57,316 [INFO   ] Starting gen...
2024-07-01 01:30:57,722 [INFO   ] Gen done, time=0.4056129455566406
2024-07-01 01:30:57,746 [INFO   ] Received msg [tell]
2024-07-01 01:30:57,771 [INFO   ] Received msg [ask]
2024-07-01 01:30:57,795 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:30:58,017 [INFO   ] fit maxfun is 22
2024-07-01 01:31:04,135 [INFO   ] Fitting done, took 6.339878797531128
2024-07-01 01:31:04,136 [INFO   ] Starting gen...
2024-07-01 01:31:04,478 [INFO   ] Gen done, time=0.34152913093566895
2024-07-01 01:31:04,531 [INFO   ] Received msg [tell]
2024-07-01 01:31:04,557 [INFO   ] Received msg [ask]
2024-07-01 01:31:04,563 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:31:04,810 [INFO   ] fit maxfun is 20
2024-07-01 01:31:10,487 [INFO   ] Fitting done, took 5.92406702041626
2024-07-01 01:31:10,488 [INFO   ] Starting gen...
2024-07-01 01:31:10,902 [INFO   ] Gen done, time=0.4129788875579834
2024-07-01 01:31:10,939 [INFO   ] Received msg [tell]
2024-07-01 01:31:11,105 [INFO   ] Received msg [ask]
2024-07-01 01:31:11,114 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:31:11,217 [INFO   ] fit maxfun is 56
2024-07-01 01:31:26,936 [INFO   ] Fitting done, took 15.821661949157715
2024-07-01 01:31:26,936 [INFO   ] Starting gen...
2024-07-01 01:31:27,347 [INFO   ] Gen done, time=0.41038990020751953
2024-07-01 01:31:27,464 [INFO   ] Received msg [tell]
2024-07-01 01:31:27,494 [INFO   ] Received msg [ask]
2024-07-01 01:31:27,496 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:31:27,807 [INFO   ] fit maxfun is 16
2024-07-01 01:31:32,413 [INFO   ] Fitting done, took 4.91696572303772
2024-07-01 01:31:32,414 [INFO   ] Starting gen...
2024-07-01 01:31:32,788 [INFO   ] Gen done, time=0.3739950656890869
2024-07-01 01:31:32,851 [INFO   ] Received msg [tell]
2024-07-01 01:31:32,925 [INFO   ] Received msg [ask]
2024-07-01 01:31:32,967 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:31:33,128 [INFO   ] fit maxfun is 32
2024-07-01 01:31:42,402 [INFO   ] Fitting done, took 9.434890031814575
2024-07-01 01:31:42,403 [INFO   ] Starting gen...
2024-07-01 01:31:42,930 [INFO   ] Gen done, time=0.5266990661621094
2024-07-01 01:31:42,950 [INFO   ] Received msg [tell]
2024-07-01 01:31:43,007 [INFO   ] Received msg [ask]
2024-07-01 01:31:43,014 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:31:43,225 [INFO   ] fit maxfun is 25
2024-07-01 01:31:50,600 [INFO   ] Fitting done, took 7.586399078369141
2024-07-01 01:31:50,601 [INFO   ] Starting gen...
2024-07-01 01:31:50,923 [INFO   ] Gen done, time=0.3219282627105713
2024-07-01 01:31:50,985 [INFO   ] Received msg [tell]
2024-07-01 01:31:51,046 [INFO   ] Received msg [ask]
2024-07-01 01:31:51,062 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:31:51,248 [INFO   ] fit maxfun is 28
2024-07-01 01:31:54,312 [INFO   ] Fitting done, took 3.2497527599334717
2024-07-01 01:31:54,313 [INFO   ] Starting gen...
2024-07-01 01:31:54,732 [INFO   ] Gen done, time=0.41823315620422363
2024-07-01 01:31:54,762 [INFO   ] Received msg [tell]
2024-07-01 01:31:54,815 [INFO   ] Received msg [ask]
2024-07-01 01:31:54,820 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:31:55,032 [INFO   ] fit maxfun is 24
2024-07-01 01:31:58,652 [INFO   ] Fitting done, took 3.8320131301879883
2024-07-01 01:31:58,653 [INFO   ] Starting gen...
2024-07-01 01:31:59,281 [INFO   ] Gen done, time=0.6271119117736816
2024-07-01 01:31:59,407 [INFO   ] Received msg [tell]
2024-07-01 01:31:59,426 [INFO   ] Received msg [ask]
2024-07-01 01:31:59,430 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:31:59,722 [INFO   ] fit maxfun is 17
2024-07-01 01:32:04,440 [INFO   ] Fitting done, took 5.010240077972412
2024-07-01 01:32:04,443 [INFO   ] Starting gen...
2024-07-01 01:32:04,899 [INFO   ] Gen done, time=0.45534515380859375
2024-07-01 01:32:04,942 [INFO   ] Received msg [tell]
2024-07-01 01:32:04,989 [INFO   ] Received msg [ask]
2024-07-01 01:32:04,993 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:32:05,215 [INFO   ] fit maxfun is 22
2024-07-01 01:32:11,378 [INFO   ] Fitting done, took 6.385759115219116
2024-07-01 01:32:11,379 [INFO   ] Starting gen...
2024-07-01 01:32:11,806 [INFO   ] Gen done, time=0.4259819984436035
2024-07-01 01:32:11,820 [INFO   ] Received msg [tell]
2024-07-01 01:32:11,835 [INFO   ] Received msg [ask]
2024-07-01 01:32:11,837 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:32:12,041 [INFO   ] fit maxfun is 24
2024-07-01 01:32:19,549 [INFO   ] Fitting done, took 7.712127923965454
2024-07-01 01:32:19,557 [INFO   ] Starting gen...
2024-07-01 01:32:20,021 [INFO   ] Gen done, time=0.45889878273010254
2024-07-01 01:32:20,062 [INFO   ] Received msg [tell]
2024-07-01 01:32:20,111 [INFO   ] Received msg [ask]
2024-07-01 01:32:20,113 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:32:20,341 [INFO   ] fit maxfun is 22
2024-07-01 01:32:26,936 [INFO   ] Fitting done, took 6.822901010513306
2024-07-01 01:32:26,938 [INFO   ] Starting gen...
2024-07-01 01:32:27,247 [INFO   ] Gen done, time=0.3090791702270508
2024-07-01 01:32:27,305 [INFO   ] Received msg [tell]
2024-07-01 01:32:27,332 [INFO   ] Received msg [ask]
2024-07-01 01:32:27,337 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:32:27,576 [INFO   ] fit maxfun is 21
2024-07-01 01:32:33,910 [INFO   ] Fitting done, took 6.5732741355896
2024-07-01 01:32:33,911 [INFO   ] Starting gen...
2024-07-01 01:32:34,339 [INFO   ] Gen done, time=0.42733001708984375
2024-07-01 01:32:34,389 [INFO   ] Received msg [tell]
2024-07-01 01:32:34,443 [INFO   ] Received msg [ask]
2024-07-01 01:32:34,466 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:32:34,661 [INFO   ] fit maxfun is 25
2024-07-01 01:32:41,421 [INFO   ] Fitting done, took 6.955080032348633
2024-07-01 01:32:41,422 [INFO   ] Starting gen...
2024-07-01 01:32:41,945 [INFO   ] Gen done, time=0.5228142738342285
2024-07-01 01:32:41,976 [INFO   ] Received msg [tell]
2024-07-01 01:32:42,019 [INFO   ] Received msg [ask]
2024-07-01 01:32:42,021 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:32:42,205 [INFO   ] fit maxfun is 27
2024-07-01 01:32:46,389 [INFO   ] Fitting done, took 4.367769241333008
2024-07-01 01:32:46,390 [INFO   ] Starting gen...
2024-07-01 01:32:46,919 [INFO   ] Gen done, time=0.528815746307373
2024-07-01 01:32:46,957 [INFO   ] Received msg [tell]
2024-07-01 01:32:46,984 [INFO   ] Received msg [ask]
2024-07-01 01:32:46,987 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:32:47,259 [INFO   ] fit maxfun is 18
2024-07-01 01:32:52,090 [INFO   ] Fitting done, took 5.103457927703857
2024-07-01 01:32:52,091 [INFO   ] Starting gen...
2024-07-01 01:32:52,601 [INFO   ] Gen done, time=0.5097191333770752
2024-07-01 01:32:52,659 [INFO   ] Received msg [tell]
2024-07-01 01:32:52,690 [INFO   ] Received msg [ask]
2024-07-01 01:32:52,699 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:32:52,930 [INFO   ] fit maxfun is 21
2024-07-01 01:32:59,263 [INFO   ] Fitting done, took 6.563861846923828
2024-07-01 01:32:59,264 [INFO   ] Starting gen...
2024-07-01 01:32:59,727 [INFO   ] Gen done, time=0.4629960060119629
2024-07-01 01:32:59,747 [INFO   ] Received msg [tell]
2024-07-01 01:32:59,777 [INFO   ] Received msg [ask]
2024-07-01 01:32:59,778 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:33:00,018 [INFO   ] fit maxfun is 21
2024-07-01 01:33:05,775 [INFO   ] Fitting done, took 5.996963977813721
2024-07-01 01:33:05,776 [INFO   ] Starting gen...
2024-07-01 01:33:06,133 [INFO   ] Gen done, time=0.3565073013305664
2024-07-01 01:33:06,187 [INFO   ] Received msg [tell]
2024-07-01 01:33:06,207 [INFO   ] Received msg [ask]
2024-07-01 01:33:06,209 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:33:06,456 [INFO   ] fit maxfun is 20
2024-07-01 01:33:12,166 [INFO   ] Fitting done, took 5.9566731452941895
2024-07-01 01:33:12,167 [INFO   ] Starting gen...
2024-07-01 01:33:12,428 [INFO   ] Gen done, time=0.26129603385925293
2024-07-01 01:33:12,487 [INFO   ] Received msg [tell]
2024-07-01 01:33:12,547 [INFO   ] Received msg [ask]
2024-07-01 01:33:12,550 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:33:12,762 [INFO   ] fit maxfun is 24
2024-07-01 01:33:20,164 [INFO   ] Fitting done, took 7.613862991333008
2024-07-01 01:33:20,165 [INFO   ] Starting gen...
2024-07-01 01:33:20,673 [INFO   ] Gen done, time=0.5079300403594971
2024-07-01 01:33:20,725 [INFO   ] Received msg [tell]
2024-07-01 01:33:20,761 [INFO   ] Received msg [ask]
2024-07-01 01:33:20,780 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:33:20,965 [INFO   ] fit maxfun is 27
2024-07-01 01:33:28,935 [INFO   ] Fitting done, took 8.15553617477417
2024-07-01 01:33:28,936 [INFO   ] Starting gen...
2024-07-01 01:33:29,444 [INFO   ] Gen done, time=0.50677490234375
2024-07-01 01:33:29,462 [INFO   ] Received msg [tell]
2024-07-01 01:33:29,598 [INFO   ] Received msg [ask]
2024-07-01 01:33:29,600 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:33:29,747 [INFO   ] fit maxfun is 34
2024-07-01 01:33:39,293 [INFO   ] Fitting done, took 9.693060874938965
2024-07-01 01:33:39,294 [INFO   ] Starting gen...
2024-07-01 01:33:39,729 [INFO   ] Gen done, time=0.4348909854888916
2024-07-01 01:33:39,759 [INFO   ] Received msg [tell]
2024-07-01 01:33:39,841 [INFO   ] Received msg [ask]
2024-07-01 01:33:39,855 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:33:40,030 [INFO   ] fit maxfun is 29
2024-07-01 01:33:47,669 [INFO   ] Fitting done, took 7.8136231899261475
2024-07-01 01:33:47,693 [INFO   ] Starting gen...
2024-07-01 01:33:48,185 [INFO   ] Gen done, time=0.49119997024536133
2024-07-01 01:33:48,219 [INFO   ] Received msg [tell]
2024-07-01 01:33:48,246 [INFO   ] Received msg [ask]
2024-07-01 01:33:48,247 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:33:48,491 [INFO   ] fit maxfun is 20
2024-07-01 01:33:52,100 [INFO   ] Fitting done, took 3.852159261703491
2024-07-01 01:33:52,100 [INFO   ] Starting gen...
2024-07-01 01:33:52,736 [INFO   ] Gen done, time=0.6354420185089111
2024-07-01 01:33:52,785 [INFO   ] Received msg [tell]
2024-07-01 01:33:52,947 [INFO   ] Received msg [ask]
2024-07-01 01:33:52,963 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:33:53,061 [INFO   ] fit maxfun is 56
2024-07-01 01:34:09,520 [INFO   ] Fitting done, took 16.558817148208618
2024-07-01 01:34:09,521 [INFO   ] Starting gen...
2024-07-01 01:34:09,919 [INFO   ] Gen done, time=0.39699769020080566
2024-07-01 01:34:09,954 [INFO   ] Received msg [tell]
2024-07-01 01:34:10,005 [INFO   ] Received msg [ask]
2024-07-01 01:34:10,011 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:34:10,227 [INFO   ] fit maxfun is 23
2024-07-01 01:34:17,190 [INFO   ] Fitting done, took 7.1784398555755615
2024-07-01 01:34:17,191 [INFO   ] Starting gen...
2024-07-01 01:34:17,846 [INFO   ] Gen done, time=0.653749942779541
2024-07-01 01:34:17,859 [INFO   ] Received msg [tell]
2024-07-01 01:34:17,895 [INFO   ] Received msg [ask]
2024-07-01 01:34:17,911 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:34:18,134 [INFO   ] fit maxfun is 22
2024-07-01 01:34:24,143 [INFO   ] Fitting done, took 6.232283115386963
2024-07-01 01:34:24,145 [INFO   ] Starting gen...
2024-07-01 01:34:24,563 [INFO   ] Gen done, time=0.41719889640808105
2024-07-01 01:34:24,594 [INFO   ] Received msg [tell]
2024-07-01 01:34:24,654 [INFO   ] Received msg [ask]
2024-07-01 01:34:24,673 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:34:24,869 [INFO   ] fit maxfun is 27
2024-07-01 01:34:32,963 [INFO   ] Fitting done, took 8.29086422920227
2024-07-01 01:34:32,964 [INFO   ] Starting gen...
2024-07-01 01:34:33,486 [INFO   ] Gen done, time=0.5210590362548828
2024-07-01 01:34:33,508 [INFO   ] Received msg [tell]
2024-07-01 01:34:33,544 [INFO   ] Received msg [ask]
2024-07-01 01:34:33,561 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:34:33,780 [INFO   ] fit maxfun is 23
2024-07-01 01:34:40,570 [INFO   ] Fitting done, took 7.008464097976685
2024-07-01 01:34:40,571 [INFO   ] Starting gen...
2024-07-01 01:34:40,958 [INFO   ] Gen done, time=0.38660597801208496
2024-07-01 01:34:41,015 [INFO   ] Received msg [tell]
2024-07-01 01:34:41,073 [INFO   ] Received msg [ask]
2024-07-01 01:34:41,094 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:34:41,286 [INFO   ] fit maxfun is 27
2024-07-01 01:34:49,022 [INFO   ] Fitting done, took 7.927572011947632
2024-07-01 01:34:49,023 [INFO   ] Starting gen...
2024-07-01 01:34:49,423 [INFO   ] Gen done, time=0.39944028854370117
2024-07-01 01:34:49,455 [INFO   ] Received msg [tell]
2024-07-01 01:34:49,545 [INFO   ] Received msg [ask]
2024-07-01 01:34:49,598 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:34:49,728 [INFO   ] fit maxfun is 39
2024-07-01 01:35:00,407 [INFO   ] Fitting done, took 10.809165000915527
2024-07-01 01:35:00,407 [INFO   ] Starting gen...
2024-07-01 01:35:00,764 [INFO   ] Gen done, time=0.35671114921569824
2024-07-01 01:35:00,789 [INFO   ] Received msg [tell]
2024-07-01 01:35:00,878 [INFO   ] Received msg [ask]
2024-07-01 01:35:00,888 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:35:01,065 [INFO   ] fit maxfun is 29
2024-07-01 01:35:09,837 [INFO   ] Fitting done, took 8.948786973953247
2024-07-01 01:35:09,838 [INFO   ] Starting gen...
2024-07-01 01:35:10,205 [INFO   ] Gen done, time=0.3663060665130615
2024-07-01 01:35:10,280 [INFO   ] Received msg [tell]
2024-07-01 01:35:10,304 [INFO   ] Received msg [ask]
2024-07-01 01:35:10,310 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:35:10,534 [INFO   ] fit maxfun is 22
2024-07-01 01:35:16,406 [INFO   ] Fitting done, took 6.096230983734131
2024-07-01 01:35:16,407 [INFO   ] Starting gen...
2024-07-01 01:35:16,852 [INFO   ] Gen done, time=0.4439680576324463
2024-07-01 01:35:16,896 [INFO   ] Received msg [tell]
2024-07-01 01:35:16,941 [INFO   ] Received msg [ask]
2024-07-01 01:35:16,949 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:35:17,182 [INFO   ] fit maxfun is 21
2024-07-01 01:35:22,860 [INFO   ] Fitting done, took 5.911054849624634
2024-07-01 01:35:22,860 [INFO   ] Starting gen...
2024-07-01 01:35:23,454 [INFO   ] Gen done, time=0.5933351516723633
2024-07-01 01:35:23,491 [INFO   ] Received msg [tell]
2024-07-01 01:35:23,526 [INFO   ] Received msg [ask]
2024-07-01 01:35:23,528 [INFO   ] Starting fitting (warm start)...
2024-07-01 01:35:23,766 [INFO   ] fit maxfun is 21
2024-07-01 01:35:29,949 [INFO   ] Fitting done, took 6.42068886756897
2024-07-01 01:35:29,951 [INFO   ] Starting gen...
2024-07-01 01:35:30,443 [INFO   ] Gen done, time=0.4910290241241455
2024-07-01 01:35:30,476 [INFO   ] Received msg [tell]
2024-07-01 01:35:30,534 [INFO   ] Received msg [ask]
